Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
seedoil,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@7,Seed Oil Magic Capsule,MagicBees:capsule.magic
seedoil,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractorySeedOil@0,Seed Oil Capsule,Forestry:refractorySeedOil
sewage,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.sewage@0,Sewage Bucket,MineFactoryReloaded:bucket.sewage
shadow.iron.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@37,Molten Shadow Iron Bucket,Metallurgy:molten.bucket
shadow.steel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@38,Molten Shadow Steel Bucket,Metallurgy:molten.bucket
short.mead,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.for.bucketShortMead@0,Short Mead Bucket,Forestry:bucketShortMead
short.mead,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.for.beverage@0,Short Mead,Forestry:beverage
signalum.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@28,Molten Signalum Bucket,TConstruct:buckets
silver.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@19,Molten Silver Bucket,TConstruct:buckets
silver.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@19,Molten Silver Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
slime.blue,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@24,Liquid Slime Bucket,TConstruct:buckets
slime.blue,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@24,Liquid Slime Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
sludge,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.mfr.bucket.sludge@0,Sludge Bucket,MineFactoryReloaded:bucket.sludge
steam,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.railcraft.fluid.steam.bottle@0,Steam Bottle,Railcraft:fluid.steam.bottle
steam,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@17,Steam Void Capsule,MagicBees:capsule.void
steam,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@17,Steam Magic Capsule,MagicBees:capsule.magic
steel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@12,Molten Steel Bucket,TConstruct:buckets
steel.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@12,Molten Steel Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
stone.seared,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@14,Seared Stone Bucket,TConstruct:buckets
stone.seared,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@14,Seared Stone Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
tartarite.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@27,Molten Tartarite Bucket,Metallurgy:molten.bucket
terrasteel.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@14,Molten Terrasteel Bucket,ExtraTiC:extra.bucket
tin.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.tconstruct.bucket@3,Molten Tin Bucket,TConstruct:buckets
tin.molten,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket@3,Molten Tin Clay Bucket,IguanaTweaksTConstruct:clayBucketsTinkers
turpentine,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.containerCapsule@131,Turpentine Capsule,BinnieCore:containerCapsule
turpentine,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.containerBucket@131,Turpentine Bucket,BinnieCore:containerBucket
turpentine,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.containerRefractory@131,Turpentine Capsule,BinnieCore:containerRefractory
turpentine,1000,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.containerGlass@131,Turpentine Bottle,BinnieCore:containerGlass
turpentine,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.containerCan@131,Turpentine Can,BinnieCore:containerCan
turpentine,1000,1xitem.misc@8,Glass Cylinder,Genetics:misc,1xitem.containerCylinder@131,Turpentine Cylinder,BinnieCore:containerCylinder
voidmetal.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@16,Molten Voidmetal Bucket,ExtraTiC:extra.bucket
vulcanite.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@39,Molten Vulcanite Bucket,Metallurgy:molten.bucket
vyroxeres.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@40,Molten Vyroxeres Bucket,Metallurgy:molten.bucket
water,125,1xitem.condensed_potion@11,Empty Vial,xreliquary:condensed_potion,1xitem.condensed_potion@29,Vial of Ordinary Water,xreliquary:condensed_potion
water,1000,1xitem.for.refractoryEmpty@0,Refractory Capsule,Forestry:refractoryEmpty,1xitem.for.refractoryWater@0,Water Capsule,Forestry:refractoryWater
water,1000,1xitem.iguana.tcon.clayBucketFired@0,Fired Clay Bucket,IguanaTweaksTConstruct:clayBucketFired,1xitem.iguana.tcon.clayBucket.Water@0,Water Clay Bucket,IguanaTweaksTConstruct:clayBucketWater
water,1000,1xitem.for.canEmpty@0,Can,Forestry:canEmpty,1xitem.for.canWater@0,Water Can,Forestry:canWater
water,1000,1xic2.itemCellEmpty@0,Empty Cell,IC2:itemCellEmpty,1xic2.itemCellEmpty@1,Water Cell,IC2:itemCellEmpty
water,1000,1xitem.ganysend.infiniteBucket@0,Infinite Bucket,ganysend:infiniteBucket,1xitem.ganysend.infiniteBucket@0,Infinite Bucket,ganysend:infiniteBucket
water,8000,1xitem.capsule.void@0,Empty Void Capsule,MagicBees:capsule.void,1xitem.capsule.void@1,Water Void Capsule,MagicBees:capsule.void
water,1000,1xitem.for.waxCapsule@0,Wax Capsule,Forestry:waxCapsule,1xitem.for.waxCapsuleWater@0,Water Capsule,Forestry:waxCapsuleWater
water,1000,1xitem.erebus.bambucket@0,Bambucket,erebus:bambucket,1xitem.erebus.bambucketWater@0,Water Bambucket,erebus:bambucketWater
water,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.bucketWater@0,Water Bucket,minecraft:water_bucket
water,333,1xitem.glassBottle@0,Glass Bottle,minecraft:glass_bottle,1xitem.potion@0,Water Bottle,minecraft:potion
water,2000,1xitem.capsule.magic@0,Empty Magic Capsule,MagicBees:capsule.magic,1xitem.capsule.magic@1,Water Magic Capsule,MagicBees:capsule.magic
witchery:brew,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.witchery:bucketbrew@0,item.witchery:bucketbrew.name,witchery:bucketbrew
witchery:fluidspirit,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.witchery:bucketspirit@0,Spirit Bucket,witchery:bucketspirit
witchery:hollowtears,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.witchery:buckethollowtears@0,Hollow Tears Bucket,witchery:buckethollowtears
witchwater,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xexnihilo.bucket_witchwater@0,Witch Water Bucket,exnihilo:bucket_witchwater
xpjuice,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.openblocks.filledbucket@0,XP Bucket,OpenBlocks:filledbucket
zinc.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.metallurgy.empty.bucket@45,Molten Zinc Bucket,Metallurgy:molten.bucket
zinc.molten,1000,1xitem.bucket@0,Bucket,minecraft:bucket,1xitem.extratic.bucket@10,Molten Zinc Bucket,ExtraTiC:extra.bucket
